"filename", "language", "YAML", "Dart", "C++", "Markdown", "Properties", "Groovy", "XML", "JSON", "HTML", "Swift", "comment", "blank", "total"
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/stock/controllers/controllers.dart", "Dart", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/stock/stock.dart", "Dart", 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 90
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/stock_by_company/controllers/controllers.dart", "Dart", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/stock_by_company/stock_by_company.dart", "Dart", 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 129
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/transport_delivery_historial/controllers/controllers.dart", "Dart", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/transport_delivery_historial/transport_delivery_details.dart", "Dart", 0, 183, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 193
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/transport_delivery_historial/transport_delivery_historial.dart", "Dart", 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 155
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/transport_delivery_historial/transport_history_by_transport.dart", "Dart", 0, 378, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 397
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/transport_invoices/controllers/controllers.dart", "Dart", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/transport_invoices/invoice_detail.dart", "Dart", 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 173
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/transport_invoices/invoices_by_date.dart", "Dart", 0, 165, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 183
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/transport_invoices/invoices_by_transport.dart", "Dart", 0, 237, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 253
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/transport_invoices/transport_invoices.dart", "Dart", 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 161
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/transport_invoices_cxc/cc_invoice_detail.dart", "Dart", 0, 157, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 167
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/transport_invoices_cxc/cc_invoices_by_date.dart", "Dart", 0, 165, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 183
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/transport_invoices_cxc/cc_invoices_by_transport.dart", "Dart", 0, 341, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 357
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/transport_invoices_cxc/cc_transport_invoices.dart", "Dart", 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 161
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/transport_invoices_cxc/controllers/controllers.dart", "Dart", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/update_password/controllers/controllers.dart", "Dart", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/update_password/update_password.dart", "Dart", 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 172
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/vendor_invoices/controllers/controllers.dart", "Dart", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/vendor_invoices/invoice_details.dart", "Dart", 0, 178, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 188
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/vendor_invoices/invoices_by_date.dart", "Dart", 0, 363, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 378
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/vendor_invoices/invoices_by_vendor.dart", "Dart", 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 159
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/vendor_invoices/vendor_invoices.dart", "Dart", 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 36, 17, 204
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/vendor_withdrawal_request/controllers/controllers.dart", "Dart", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/vendor_withdrawal_request/vendor_withdrawal_request.dart", "Dart", 0, 321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 332
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/vendor_withdrawal_request/withdrawal_details.dart", "Dart", 0, 233, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 246
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/logistic/withdrawal_assignment/withdrawal_assignment.dart", "Dart", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/operator/layout/layout.dart", "Dart", 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 98
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/operator/my_operator_account/my_operator_account.dart", "Dart", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 66
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/operator/orders_operator/controllers/controllers.dart", "Dart", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 69
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/operator/orders_operator/info_orders_operator.dart", "Dart", 0, 248, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 259
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/operator/orders_operator/orders_operator.dart", "Dart", 0, 303, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 317
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/operator/received_values.dart/info_received_orders.dart", "Dart", 0, 244, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 255
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/operator/received_values.dart/received_values.dart", "Dart", 0, 359, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18, 378
"/Users/matiasfonseca/Desktop/EasyEcommerce/frontend/lib/ui/operator/returns/returns.dart", "Dart", 0, 419, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 430
